participant,group,condition,item,basic_prop,contrast_prop,sub_prop,sup_prop,other_prop,uncodeable,sub_only,basic_gen,strict_basic_gen,coding,fill
640ea55da0b5bbfab917ec10708555f2,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
640ea55da0b5bbfab917ec10708555f2,D,No Contrast,electronics,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
640ea55da0b5bbfab917ec10708555f2,D,No Contrast,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
640ea55da0b5bbfab917ec10708555f2,D,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
640ea55da0b5bbfab917ec10708555f2,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
640ea55da0b5bbfab917ec10708555f2,D,No Contrast,vegetable,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
640ea55da0b5bbfab917ec10708555f2,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,Contrast,beast,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,No Contrast,electronics,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
166ce6424c00e9fed6885c4210960635,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
923e8620db9f06194ce4d10ca56da604,B,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
923e8620db9f06194ce4d10ca56da604,B,No Contrast,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
923e8620db9f06194ce4d10ca56da604,B,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
923e8620db9f06194ce4d10ca56da604,B,No Contrast,fruit,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
923e8620db9f06194ce4d10ca56da604,B,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
923e8620db9f06194ce4d10ca56da604,B,No Contrast,light,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
923e8620db9f06194ce4d10ca56da604,B,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
923e8620db9f06194ce4d10ca56da604,B,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,No Contrast,animal,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,No Contrast,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,Contrast,fruit,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,No Contrast,furniture,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,No Contrast,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
9ecdd75b27ff42b07c5c6b9a98e3453d,C,Contrast,vehicle,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
aaa9e5a955ee91e790ef53ecb31c339b,D,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
aaa9e5a955ee91e790ef53ecb31c339b,D,Contrast,beast,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
aaa9e5a955ee91e790ef53ecb31c339b,D,No Contrast,electronics,0.4,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
aaa9e5a955ee91e790ef53ecb31c339b,D,No Contrast,fruit,0.8,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
aaa9e5a955ee91e790ef53ecb31c339b,D,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
aaa9e5a955ee91e790ef53ecb31c339b,D,Contrast,light,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
aaa9e5a955ee91e790ef53ecb31c339b,D,No Contrast,vegetable,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
aaa9e5a955ee91e790ef53ecb31c339b,D,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,No Contrast,beast,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,No Contrast,fruit,0.8,NA,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
a33b360e2663b2c97f26fe2cdb9d6ee5,B,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,No Contrast,light,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
a33b360e2663b2c97f26fe2cdb9d6ee5,B,Contrast,vegetable,0,0,0.5,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
a33b360e2663b2c97f26fe2cdb9d6ee5,B,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,Contrast,animal,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,No Contrast,beast,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,Contrast,electronics,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,No Contrast,fruit,1,NA,1,0,0,FALSE,FALSE,TRUE,TRUE,basic,#44889CFF
811ab7d71a75d86af6e801cf14219769,B,Contrast,furniture,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,No Contrast,light,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
811ab7d71a75d86af6e801cf14219769,B,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
5ed4bfdecfff786443f0d7db0a9ba089,B,Contrast,animal,0.6666666666666666,0,0,0,0,FALSE,FALSE,FALSE,FALSE,other,grey
5ed4bfdecfff786443f0d7db0a9ba089,B,No Contrast,beast,0.6,NA,1,0.2,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
5ed4bfdecfff786443f0d7db0a9ba089,B,Contrast,electronics,0,0,1,0.2,0,FALSE,FALSE,FALSE,FALSE,other,grey
5ed4bfdecfff786443f0d7db0a9ba089,B,No Contrast,fruit,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
5ed4bfdecfff786443f0d7db0a9ba089,B,Contrast,furniture,0.3333333333333333,0,1,0,0,FALSE,FALSE,FALSE,FALSE,broad subordinate,#CC4D06FF
5ed4bfdecfff786443f0d7db0a9ba089,B,No Contrast,light,0.6,NA,1,0,0,FALSE,FALSE,TRUE,FALSE,basic,#44889CFF
5ed4bfdecfff786443f0d7db0a9ba089,B,Contrast,vegetable,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
5ed4bfdecfff786443f0d7db0a9ba089,B,No Contrast,vehicle,0,NA,1,0,0,FALSE,TRUE,FALSE,FALSE,narrow subordinate,#E1AF00FF
